sentences,label,quality
图并成药业工业凝求旧效改述二叶制药苏州基地空调ECC热管减少蒸汽用量为保障生产车间空调系统的除湿和降温效果空调系统需循环消耗冷量和热量因此对于空气的降温再升温可能产生蒸汽能源的浪费存在能量利用优化的空同,能源与资源消耗,定性文本
员工福利及关怀公司文化宣传年为宣扬公司使命愿景核心价值观强化技术氛围先后推动价值观表彰金牌个人和团队评优技术嘉年华司龄奖等众多活动和宣传力推公司战略及文化落地提升公司员工的认同感和归属感从而提升组织效能,员工,定性文本
公司概况成立于1996年公司总部组织机构图中储股份控股股东为国务院国资委直属的中国物流集团有限公司的全资公司中国物资储运集团有限公司前身是中国物资储运总公司以下简称中储集团前身是天津中储商贸股份有限公司,组织架构与运作,定性文本
2022年度华人民共和国药品管理法以下简称药国内9家医疗器械成员企业接受各类官方品管理法中华人民共和国疫苗管检查共计33次井顺利通过国家及省市区理法等法规要求依托已全面建立并持续的各类专项检查和市场抽检,抗疫,定量文本
迫使厂家降相对方工作人员不得以贿路手段谋取利进价并提供更优惠的商务条款化解风险的同不得给予本集图工作人员不正当好处如遇时又保证了企业利益最大化更确保了工程到刁难索贿行为应积极举报本集团保项目进度不受影响,反贪污反洗钱,定性文本
报告期内本公司组织全面风险管理复星医药集团长期关注企业风险重机对同时复星医药设有新闻采访与发布风险的管控通过内控建设内部审计反腐管理制度及日常與情监测和危机响应机别败职能的共同建设推动建立健全的风控体系,反贪污反洗钱,定性文本
案例神马帘子布AO生化法废气治理项目为进一步降低生化处理过程中产生的废气对大气的污染神马帘子布采用碱喷淋水喷淋UV光解活性炭吸附的组合工艺对生化处理系统密闭收集的度气进行案例气囊丝公司空压机改造项目治理,废弃物管理,定性文本
2022年我们针对包装类供应商开展多场培训联合业务部门及质量部门共同为供应商讲解质量标准要求分析现有包装质量问题为包装类供应商提供围绕环保科技优化方面的指导引导供应商思考并落实提升举措进一步提升产品品质,产品质量,定性文本
表2022年健康元水资源使用情况指标单位原料药制剂总计总耗水量万吨1126.5174.01300.58.4.2物料使用管理健康元积极推行资源的循环利用政策通过采取多种措施优化材料管理措施提高资源使用效率,水资源,定量文本
2022年为提高集团整体知识产权保护意识健康元面向员工开展了围绕字体侵权及商标使用两个主题的专业知识讲解内容包括字体侵权的严重后果字体商用性判断方法商标的合法使用转让使用等内容致力于最大程度降低侵权风险,知识产权保护,定性文本
我们注重将自身对劳工权益保护商业道德和环境保护的理念辐射至供应链我们参照经济合作与发展组织OECD国际采矿业和金属委员会编制的国际采矿业和金属委员会ICMM可持续发展框架的相关供应链管理要求开展尽责管理,供应链管理,定性文本
西藏珠峰制定员工培训管理办法建立体系健全的教育培训制度给员工提供入职培训鉴于矿区当地员工较多的情况在工作开展中语言培训和专业技能培训并重同时开设计算机操作培训课程持续扩大受教育范围加强员工综合能力的提升,员工,定性文本
薪酬体系优化公平雇佣公司严格遵守相关法律法规保障每位员工平等就业和选择职业的权利充分尊重个人民族种族性别年龄健康宗教信仰等个体差异一视同仁平等录用残疾人少数民族人员退出现役军人消除就业歧视和职业不平等待遇,促进就业,定性文本
公司严格遵守驻在国劳工政策和法律积极履行社会责任推动员工本地化和多元化坚持平等自由反歧视的用工政策倡导不同文化背景的员工尊重彼此的宗教信仰风俗习惯个人爱好等进一步加深了解与互信并为当地提供了众多的就业岗位,促进就业,定性文本
4.反洗钱管理5.廉洁从业公司严格遵守证券公司监督管理条例证券期货经营机构及其工作人员廉洁从业规定证券从业人员职业道德准则等法律法规与自律规则并坚决落实反商业贿赂反腐败防控利益输送等要求禁止欺诈勒索等行为,反贪污反洗钱,定性文本
本年度我们修订并发布校园招聘社会招聘的相关办法将员工多元化招聘写入公司制度强调应通过校园招聘社会招聘等多种人才渠道广纳具有金融信息技术数学法律等不同专业背景掌握不同语言的优秀人才以保障高质量的人才队伍发展,员工,定性文本
议题识别14中信证券2022年度社会责任报告围绕对中信证券可持续发展的重要性及对利益相关方的重要性两个维度识别评估实质性议题如下并将在后文中从理念政策制度管理实践关键绩效等方面详述相关议题的管理及进展情况,无关文本,无关文本
时刻关注泥浆固井材料对环境的影响在化学品协议采购过程中与供应商明确生物毒性这一重要的环境指标要求供应商在签订协议后必须提供政府相关环境监管职能部门认可的生物毒性检测报告方可在现场使用以避免对海洋环境的影响,化学品安全,定性文本
健全企业责任体系完善修订21项安全管理规章制度进一步健全企业安全机构设置和人员配备围绕安全生产综合治理三年行动深化各下属企业安全风险分级管理与隐患排查治理双体系建设全面推动基层班组安全建设提升安全责任意识,员工,定性文本
盘查范围包括直接温室气体排放范畴1间接温室气体排放范畴2碳排放数据核算遵循ISO1406412006标准中国石油天然气生产企业温室气体排放核算方法与报告指南和中国石油化工企业温室气体排放核算方法与报告指南,碳排放,定性文本
专业技术人员深入生产现场开展培训师带徒提升员工技能操作水平2022年中国石化青年英才朝阳工程培养体系荣获联合国教科文组织所属的国际继续工程教育协会2022年度企业领导力奖成为近10年唯一获此殊荣的中国企业,员工,定量文本
截至2022年累计制订建筑用绝热材料泡沫玻璃制品规范等国际标准2项跨境电子商务平台服务质量评价等国家标准3项工业品质量分级评价通则等团体标准64项易派客产品质量评价细则板焊式压力容器等企业标准5800余项,产品质量,定量文本
公司严格遵循中国证监会上市公司治理准则相关规定通过建立并完善制度工作机制等方式对董事的任选及义务董事的绩效与履职评价董事会的构成和职责董事会议事规则等内容进行清晰界定为有效发挥董事会的治理作用建立良好基础,组织架构与运作,定性文本
公司建立了ESG目标管理机制在发展规划重点工作计划中就洁净能源应对气候变化环境保护资源利用安全生产管理职业健康安全反腐合规等方面均设立了ESG绩效目标并由可持续发展委员会定期检讨目标进展情况并向董事会报告,应对气候变化,定性文本
案例开展用药培训保障患者权益案例精准传递产品信息赢得客户信任公司下属企业在全国设有OTC营销团队的区域每周五开展药店驻店活动进行店员培训产品宣传消费者产品试用等活动宣传公司产品及相关疾病的用药预防保健知识,客户与消费者,定性文本
肢端肥大症肢端肥大症Acromegaly是腺垂体分泌生长激素过多所导致的内分泌与代谢性疾病其治疗药物醋酸奥曲肽微球产业化技术难度大研发成本高研发周期长且进口价格高昂对患者和国家医保系统均造成很大的经济负担,产品质量,定性文本
公司推出分布式智能安全系统安全大脑具备威胁感知推理溯源攻击预警决策辅助自我学习五项核心能力可在保护关键基础设施社会城市及个人的网络安全方面发挥重要作用与国内网络安全行业共同成长共同努力提升网络综合防御能力,数据安全,定性文本
我们按照一年一次的固定周期对内部控制体系的设计有效性和执行有效性进行大规模测试与自我评价亦每年聘请中国会计准则年审会计师对财务报告内部控制的有效性进行审计并对其注意到的非财务报告内部控制的重大缺陷进行披露,审计工作,定性文本
截至报告期末对于健可妥雾舒丽舒同舒坦琳及丽雾安等知名呼吸制剂产品集团已申请相关专利99项其中发明专利59项实用新型31项外观设计9项共获得专利授权67项其中发明专利30项实用新型专利28项外观设计专利9项,知识产权保护,定量文本
这种方式有效地降低了包材用量提升了包材的循环利用效率实现年约1吨的包材减量图可事泌使月研持运府凯林制药物料桶材质更换减少不可再生包材耗量金属桶是常见的包装材料但金属材质本身重量过大无形中增加了企业包材用量,原材料,定量文本
验证团风是由具备与此项任务有关的知识经验和资质的人员组成的包括社会责任报告主任审验员SAI注册的SA8000审核员CCAA注册的ISO9001ISO14001ISO45001审核员ISO14064查证员等,无关文本,无关文本
持续推进员工职业发展全周期培训体系建设加强员工教育培训发展整体规划优化培训体制和工作机制完善员工培训管理相关制度研发运用培训数字化管理系统工具科学统筹培训资源分配构建更为科学高效的全行教育培训工作运行架构,员工,定性文本
我们始终坚持金融科技在全行的战略支撑地位加强科技人才队伍建设增强核心技术自主可控能力持之以恒地推进最懂金融的科技平台建设夯实新金融数字基础设施向同业输出企业级IT系统以信息化数字化重塑服务模式延伸服务边界,科技创新,定性文本
此外我们落实了上海电气工程项目安环风险分级管控指南上海电气工程项目安环风险管控标准运行检验管理办法的具体执行细节并以上海电气集团安全风险分级管控指导手册为范本深化企业风险分级管控和隐患排查双重预防机制运行,环境政策,定性文本
二是实施全员绩效考核在对员工特别是年轻干部的考核过程中建立以岗位和业绩为核心的绩效考核与奖惩机制并不断细化月度年度绩效考核评价体系充分发挥考核的指挥棒作用为深化三项制度改革推动三能机制落实落地奠定坚实基础,员工,定性文本
二要激活数字经济新动能以2022年度社会责任报告15数字产业化产业数字化数据价值化为目标推进数字中牧发展战略规划的实施落地重点是智能制造智慧营销智慧管理与智慧研发推动数字技术与产业链供应链创新链的深度融合,科技创新,定性文本
5.绿色供应链构建公司所属企业将环境保护和资源节约贯穿于产品设计原辅材料选用加工仓储和生产运输的全过程同时对原辅材料使用后的废弃物进行回收再利用不能再利用的进行无害化处理对环境的影响负作用最小资源效率最高,供应链管理,定性文本
珠峰栽植爱心花园塔中职工居住区打造爱心花园422022年西藏珠峰可持续发展报告培训课程学员颁发结业证书西藏珠峰致力于推广更公平更普及的教育我们资助项目以改善当地的教育知识体系改善运营地教育环境提升教育资源,公益和志愿服务,定性文本
面向全行组织开展我为产品提建议争当消保吹哨人2022年度评选活动从维护消费者权益角度出发聚焦改进产品功能优化业务流程提升客户体验等方面收集有价值的意见建议有针对性地研究改进进一步提升金融产品供给质量与水平,客户与消费者,定性文本
公司充分发挥区域发展优势统一协调区域内关键资源为客户提供一体化专业服务凭借一流的技术实力高标准装备能力和作业质量表现持续为客户创造最大价值实现业务长期高质量合作获得区域重要客户信任与青睐树立起良好的品牌形象,客户与消费者,定性文本
4范畴二温室气体排放指企业外购能源排放本集团的范畴二排放主要涉及外购电力的排放主要生产所在地为上海的电力排放因子缺省值已根据上海市生态环境局关于调整本市温室气体排放核算指南相关排放因子数值的通知进行更新调整,碳排放,定性文本
我们严格遵循中华人民共和国节约能源法工业节能管理办法等所在运营地的行业节能法律法规及标准不断挖掘提高节能潜力并依据上海市经济和信息化委员会的要求开展能源审计督促自身完善节能管理框架推进依法节能的自我约束机制,能源与资源消耗,定性文本
2022年6月湛江片区蔚蓝力量志愿者到4所中国海油COSL希望学校开展六一慰问活动深圳片区开展图书捐赠线上云支教志愿者招募希望云伴读微心愿点亮计划组织云南7所中国海油COSL希望小学积极参与线上乡村教师培训,公益和志愿服务,定性文本
晋升与培训晋升机制女性在中高级管理层的占比78男性员工女性员工22全职员工性别构成82男性员工女性员工18走进西藏珠峰公司治理环境行业共建员工社区35西藏珠峰给员工提供有竞争力的薪酬福利不断改善员工工作环境,员工,定量文本
绿色投资国投资本及投资企业积极发展绿色投资业务利用资本市场服务基金投资直接投资等多种投资方式筛选符合ESG标准的投资标的不断推动绿色低碳产业布局为支持环境改善应对气候变化和资源节约高效利用的企业提供金融服务,应对气候变化,定性文本
活动以严守纪律规矩争做廉洁先行者为题聚焦金融领域的反腐败工作结合播放警示教育片等方式以多样化形式促进员工廉洁意识规矩意识和责任意识的提升提高员工对违规违纪事件的识别力和敏感性强化员工抵制违规违纪行为的自觉性,反贪污反洗钱,定性文本
武汉原聚场链接武汉市青少年宫365科学实验室贝尔科教码高机器人中国建筑科技馆等城市教育资源持续开展公益科普公益书法类活动智能科技培训体验课等2022年全年共计开展线上线下教育公益活动60场次参与活动上千人次,公益和志愿服务,定量文本
在保持社群基础运营活力之上原聚场重点为业主打造了两大服务产品KOL业主共创服务和教育公益服务截止2022年底原聚场已落地13座城市42个社区空间同20多个政府单位携手共创社区创新治理新典范探索城市空间新发展,公益和志愿服务,定量文本
元通公司云商公司融租公司环能公司云商公司向杭州市澎致小学捐赠图书40十四五期间数字化改革已基本完成夯基垒台立柱架梁的启动建设工作实施了人力财务资金的管理数字化转型推进法务安全招投标审计等管理职能的数字化覆盖,公益和志愿服务,定量文本
中长期激励机制方面公司制定中长期激励指导意见科技型企业股权和分红激励控股混合所有制企业员工持股超额利润分享跟投实施细则等制度推进符合条件的所属单位加快实施中长期激励机制有效激发管理层和骨干员工的创新创效活力,员工,定性文本
集团组织外部董事团队参加法人治理相关培训15监事会加强投资管理监事会是公司法人治理结构的重要组成部分根据法律法规和公司章程等有关规定履行监督职责对公司财务活动以及公司董事会高级管理人员履职情况等实施监督检查,组织架构与运作,定性文本
超短投射距离L9H系列O蓝光0频闪0贴墙吸引了大量关注时尚家居家自动梯校自动入幕自动避障等智能校正功能极大的方便了用户在不同环境下切屏产品具备可触控可旋转可移动可语音交互的特点不受空间限制摆脱装的年轻消费者,产品质量,定性文本
2022年公司收到并查处违规违纪举报9起共查处贪腐案件4起涉嫌贪腐人员8人对违反规定的20家业务合作方进行了约谈警告对其中10家业务合作方进行违约处罚其中将2家合作方列入供方黑名单后续不得再与其开展合作业务,举报制度,定量文本
公司将不忘初心砥砺前行在持续推动公司高质量发展的同时积极履行企业义务着力维护各相关方利益更好地与社会共享成果2022年度社会责任报告21全面推进企业和社会和谐发展为国家持续繁荣发展和社会和谐稳定做出积极贡献,无关文本,无关文本
公司定期深入开展隐患排查根据部门职能和安全职责结合重点部位特殊时段季节特点等因素开展多种形式的2021年事故应急救援演练安全检查活动组织专兼职安全员24小时值班盯紧看牢重点领域和关键环节提升公司安全保障能力,员工,定性文本
员工培训复星医药于2009年建立培训发展中2022年依托本集团的企业文化与心2017年成立了自己的企业大学发展战略我们持续开展以四大系列复星医药人才发展中心原复星大健康管为分类的培训项目即新同学系列领理学院,员工,定性文本
部署要求完成国内营平台合规化管理体系报告32.0内容包括战路愿景本集团在外包装说明书等标明产品合规化组织架构合规管理三道防线合成分组成使用方法保质期其他潜规化管理体系内容模决合规化管理机别在环境或社会影响等,产品质量,定性文本
坚持依法合规保障员工的福利待遇缴纳基本养老基本医疗失业工伤生育等基本社会保险建立住房公积金以及企业年金补充医疗保险等员工福利制度并通过搭建保险内购统一平台等方式有序发展福利第三支柱构建更为完善的福利保障体系,员工,定性文本
除产品质量安全外我们亦持续关注供应商在EHS方面的管理情况在开展现场审计的过程中与供应商分享EHS法规及监管发展趋势鼓励全体供应商积极获取ISO14001ISO45001等管理体系认证以降低供应链EHS风险,供应链管理,定性文本
应对产品重大安全事件案例292022年社会责任报告5.2.2质量审计工作为持续优化集团质量体系建设本集团定期制定覆盖所有生产经营及研发企业的质量审计计划并基于管理需求及外部监管趋势变化不定期开展专项审计工作,审计工作,定性文本
科技体制机制改革纵深推进中国石油天然气股份有限公司2022年度环境社会和治理报告22合规管理公司将坚持依法合规治企纳入十四五发展规划明确法律至上合规为先诚实守信依法维权的依法合规理念不断强化合规管理体系建设,法律诉讼与外部处分,定性文本
持续深化改革推进实现公司治理体系和治理能力现代化下发关于推进公司治理体系和治理能力现代化的指导意见确立公司兴企方略和治企准则明确结构组织运行制度监督等体系建设具体任务公司治理顶层设计全面形成治理效能显著提升,组织架构与运作,定性文本
同一时间上海电气党委副书记总裁刘平远赴迪拜及巴基斯坦项目现场深入了解工程项目建设情况亲切慰问克服各种困难长期驻守工程现场的海外员工并表示集团各级组织一定会照顾好海外员工的国内家属稳固好后方让员工们没有后顾之忧,员工,定性文本
集团密切关注气候变化趋势根据实际情况制定极端天气应急预案集团成立台风灾害天气应对特别行动小组保障应急物质储备全力降低台风影响新乡海滨和焦作健康元成立洪水应对特别小组及党员突击队积极采购防洪物质提高洪水应对能力,应对气候变化,定性文本
雇佣与薪酬管理我们遵守我们坚持我们反对我们保障上海电气严格遵守中华人民共和国劳动法中华人民共和国就业促进法女职工劳动保护特别规定中华人民共和国工会法中华人民共和国未成年人保护法和禁止使用童工规定等多部法律法规,员工,定性文本
上海电气结合集团实际和2022年安环工作重点和主要任务特制定了上海电气集团2022年安全生产月暨世界环境日活动方案并在集团总部产业集团和下属企业内组织开展了以遵守安全生产法当好第一责任人为主题的安全生产月活动,环境政策,定性文本
基于业务不断优化了ArisG系统使用流程拓展了数据导出的规整性和可用性推进2022年度本集团加强与国内外商业数字化在PV药物警戒数据处理中的应伙伴的药物警戒合作签署符合国内国际用一定程度提升了药物警戒工作效率,产品质量,定性文本
针对不同成分的源头康气选择不同的工艺设施和包括活性炭吸附喷淋预处理冷凝预处理在内图VOCs站是获成本域组合VOCs在达到或高于当地盗管部门要求的基础上经治理后排放车间生产办公环节和企业周边环境得到了极大的改善,废弃物管理,定性文本
人才价值观以发展吸引人以事业凝聚人以工作汇聚全球最具有企业家精神的优秀人才认同培养人以业续考核人是复星医药集团的人并践行复星医药的文化价值观自我驱动快才观致力于持续培养业续卓越和高潜力人才速学习井持续创造价值,员工,定性文本
同质量风险管理的理念注重产品年度质量目时本集团持续提升内部审计团队成员业务顾变更管理偏差管理OOS调查供水平多次组织召开国内外审计专题培训应商审计和风险管理等质量保证体系建设意在提高团队成员专业水平和审计能力,审计工作,定性文本
报告期内公司组织开展了学习习近平总书记关于安全生产的重要论述和新安法解读管理制度宣贯新时期安全生产全过程管理模式解构培训消防安全培训危险化学品使用及储存安全管理培训粉尘防爆培训企业现场安全管理要素等内容的培训,员工,定性文本
5.全面推行安全生产报告期内公司深入贯彻习近平总书记关于安全生产的重要指示精神在安全生产管理工作上坚持中国共产党的领导秉承以人为本人民至上生命至上的原则按照新修订安全生产法三管三必须要求深入落实安全生产责任制,员工,定性文本
上海证券交易所对上市公司从信息披露合规性有效性分行业信息披露情况履行社会责任的披露情况信息披露事务管理情况投资者关系管理等维度综合评价公司获20212022年度信息披露工作A级评价评价结果记入上市公司诚信档案,信息披露与投资者沟通,定量文本
三投资者关系管理公司高度重视投资者关系管理工作通过法定信息披露平台股东大会投资者说明会接待来访新媒体平台等2022年度社会责任报告9多种途径与投资者加强交流形成了与投资机构的良性互动建立了与资本市场的互通关系,信息披露与投资者沟通,定性文本
中国企业社会责任报告评级专家委员会ChineseExpertCommitteeonCSRReportRating复星医药企业社会责任报告连续第三年获得五星级评价四改进建议增加行业核心指标的披露提高报告的完整性,可持续认证,定量文本
环境保护联合国可持续发展目标提升HSE管理公司追求零事故零污染零伤害的目标始终把健康安全与环境HSE工作作为业务发展的前提要求在全球范围内实行统一的HSE管理体系形成了全球一体化的HSE工作平台和风险管控平台,环境政策,定性文本
公司坚持将天然气作为绿色发展的战略重点持续加大天然气勘探开发力度推进常规天然气以及致密气页岩气煤层气等非常规天然气的勘探开发多渠道引进国外天然气资源加速液化天然气LNG接收站和储气库建设构筑多元化能源供应体系,能源与资源消耗,定性文本
信任关怀合作认同上海电气集团股份有限公司39402022社会责任报告共筑坚实稳定的发展根基重大性议题分析报告期内我们通过利益相关方深度访谈与调研及路演活动收集投资者及其他利益相关方对我们ESG管理及披露的看法,信息披露与投资者沟通,定性文本
本行高度重视并持续强化ESG能力建设面向全体员工定期开展ESG战略管理和披露方面培训覆盖消费者权益保护普惠金融绿色金融反腐倡廉人力资源乡村振兴投诉处理风险管理数据安全等领域提升员工ESG理念意识及相关工作能力,员工,定性文本
电话银行客户数量万户中国建设银行社会责任报告披露的电话银行客户数量是指截至报告期末中国建设银行全行范围内未包含境内外子行子公司所有签约或通过密码验证开通建行电话银行服务的客户数量包括单位客户数量和个人客户数量,客户与消费者,定量文本
该公司将立足国内放眼全球市场积极拓展风光储热氢等多能互补及源网荷储一体化业务致力于打造新能源项目全生命周期服务平台并依托该平台以系统优化极简装备智控系统为核心的集成化产品解决方案支撑集团新能源产业的高质量发展,能源与资源消耗,定性文本
3监事和监事会公司监事会严格执行公司法公司章程的有关规定人数和人员构成符合法律法规的要求能够依据监事会议事规则等制度认真履行自己的职责对公司财务以及董事和高级管理人员履行职责的合法合规性进行监督并独立发表意见,组织架构与运作,定性文本
5支持社会公益事业公司自成立以来始终不忘振兴乡村坚持不忘初心行公益志愿服务勇担当热心社会公益事业积极秉承奉献社会责任精神履行社会公民义务参与各级各类慈善活动累计捐款捐物已近6000万元树立了公司良好的社会形象,公益和志愿服务,定量文本
两级党委通过第一议题中心组学习等形式开展专题研学各基层党组织书记通过三会一课主题党日及时跟进学习将党的二十大精神作为干部培训党员教育的重点组织开展3批49次轮训通过海报展板电子屏宣传栏等阵地营造沉浸式学习氛围,组织架构与运作,定性文本
同时安信证券制定并发布安信证券股份有限公司客户投诉管理办法划分投诉业务主管部门分支机构总部各部门的投诉工作职责公布客服热线网站邮箱信函在线服务等多类型的投诉受理渠道建立投诉专员岗位工作机制明确投诉处理工作时效,客户与消费者,定性文本
牢记初心使命服务绿色发展勇担国家责任主题党日活动案例国投资本国寿资产中投保联合举办主题党日活动国投资本党支部国寿资产信用管理部党支部中投保科技融担党支部共同举办牢记初心使命服务绿色发展勇担国家责任主题党日活动,组织架构与运作,定性文本
在保证包装防护性能的基基于自主开发的自适应背光能耗控制算法数字化电源控制高压LED光源及驱动等技术的开发应用每台电视机础上逐步扩大再生纸张在产品包装材料中的使用降低稀缺森林资源的消耗与草浆造纸过程中的污染排放,原材料,定性文本
自2013年以来中国石化用心用情用力开展东乡定点帮扶工作累计投入帮扶资金超7亿元实施帮扶项目236个惠及群众15.4万余人次在东乡石化中学建成全国首个春蕾加油站女童成长友好空间得到了当地政府与居民的赞扬和感谢,农村帮扶,定量文本
政府持续深化甲烷控排行动制定减少甲烷排放与逸散的法律法规公司可能需要不断加强甲烷排放监测报告与核查MRV技术体系建设增加额外的设施和技术投入同时也需要采取更有力的措施尽可能减少甲烷泄漏进而可能增加公司运营成本,碳排放,定性文本
该平台的成功上线运行标志着全球唯一能同时提供港币与人民币结算的国际自愿碳信用产品交易市场成功建立是香港交易所积极探索多币种碳交易的重要实践并将进一步巩固香港作为国际离岸人民币枢纽及优质绿色可持续金融中心的地位,碳排放,定性文本
我们对投资者风险测评及知识测试的流程进行完善有效防范违规答题行为以保证测评结果的真实性对投资者诚信状况核查进一步强化在原有客户主动声明诚信状况的基础上引入智能核查机制强化诚信状况核查的尽职审核工作防范道德风险,知识产权保护,定性文本
2022年宜昌人福乡村振兴办接续开设扶贫爱心窗口创建农产品购销群等方式围绕各村主要农产品多方发布对口村物资供应信息提升了员工乡村振兴的参与感更是为农产品创造了销售渠道2022年累计消费帮扶金额达到了近10万元,农村帮扶,定量文本
海尔智家为巴基斯坦抗洪救灾捐款海尔空调向意大利癌症研究协会捐赠空调2022年6月16日海尔空调将一批由118名当地艺术院校学生设计改造的海尔空调捐赠给了意大利癌症研究协会用于拍卖拍卖资金将用于支持癌症研究项目,公益和志愿服务,定性文本
中国上市公司ESG践行卓越典范奖2022年12月30日品牌荣誉海尔智家4家互联工厂登上国家榜单2022年1月4日国家工信部装备工业一司2021年度智能制造试点示范工厂和优秀场景名单揭晓海尔智家4家互联工厂上榜,科技创新,定量文本
2022年我们累计排查15个园区5个方向的64个节能减排重点项目其中包括公司不断提高太阳能等可再生能源使用量购买使用绿电超过1000万千瓦时持续加大建设可再生能源建设利用厂房顶进行光伏发电有效提高能源使用效率,能源与资源消耗,定量文本
健康管理企业健康管理云上工程2022年上海电气利用互联网及数字化平台引入优质医疗资源推出了企业健康管理云上工程以724小时远程视频医生问诊心理健康咨询就医绿色通道等方式提供就医便捷服务全方位提升企业健康管理水平,员工,定性文本
董事会设可持续发展委员会由董事长担任主任委员负责监督和审议公司ESG战略目标及年度工作计划等向董事会汇报ESG执行成果和重大计划战略委员会审计委员会亦参与公司应对气候变化保障健康安全等ESG相关事宜的审议与决策,应对气候变化,定性文本
2022年我们持续优化反舞弊工作章程完善各部门在反贪污反舞弊反洗钱审计工作中的职能加强内控审计反舞弊联动的事前风险管控提出了加强主动发现能力的要求并对内控体系及管理升级进行反舞弊的防范治理进一步完善风险识别规范,反贪污反洗钱,定性文本
822022社会责任报告共谋开放协作的崭新格局政企携手打造中运量闵行样板上海电气签约云南玉溪零碳产业园建设项目2022年2月在上海市闵行区人民政府上海电气申通地铁签约仪式中上海申电通轨道交通科技有限公司正式揭牌,碳排放,定性文本
奉贤新城上海电气新能源发展有限公司将积极拓展风光储热氢等多能互补及源网荷储一体化业务打造新能源项目全生命周期服务平台推动多个智慧项目落地并在绿色规划零碳产业园区等方面参与新城建设与新城携手打造智慧城市长三角样板,能源与资源消耗,定性文本
842022社会责任报告在全球新能源飞速发展的进程下上海电气秉持开放合作的心态牢牢把握行业内不断迸发出的新机遇在促进行业内资源知识与技术交流协作的同时持续提升自身竞争力以先进的技术和领先的创新能力形成企业护城河,科技创新,定性文本
董事会声明中信证券积极发挥连接实体经济与资本市场的桥梁作用助力科技资本与实体经济高水平循环引导金融资源流向重点领域加强新技术新业态领域业务布局服务传统行业向高端化智能化绿色化转型为实体经济多维度发展贡献金融力量,科技创新,定性文本
四多措并举抓营销主动出击拓市场1美洲市场2022年度美洲事业部主要DIY客户和超市客户的产品品类进一步扩大并扩展至居家装饰类产品并得到客户广泛认可LED灯具产品份额进一步上升产品附加值和毛利水平预期将进一步提高,客户与消费者,定性文本
走进ESG管理专题看见责任担当安全至上以人为本互利共赢GRI内容索引www..cn年月中国互联网协会联合公益画报和北京市顺义区继民启智康复中心为孤独症人群举办了一场来自星星的画展希望孤独症人群获得更多关注和理解,公益和志愿服务,定性文本
三六零安全科技股份有限公司环境社会及管治报告三六零安全科技股份有限公司环境社会及管治报告关于本报告年三六零安全科技股份有限公司的社会责任报告正式更名为环境社会及管治ESG报告披露公司在年度ESG方面的工作和成效,无关文本,无关文本
积极融入双循环发展战略畅通国内大循环自2019年起为杭州机场轨道快线建设提供钢材配送集成服务作为杭州亚运会的重要交通配套工程该项目时间紧任务重特别是杭州西站枢纽段建设需要按期完成地下部分建设后再进行地上部分施工,科技创新,定性文本
计划深购生产采购生产配送采购生产配送退货供应商退换企业退换客户退货内部或外部内部或外部端到端供应链站列出以供应出列容产出供应性2022年成员企业在供应链精益化方面心产品包装形式整合生产周期优化等降取得不错的成效,供应链管理,定性文本
以客户需求为立足点以城市发展为拓展面东原仁知服务坚持延伸服务触角不断拓展城市服务板块比如社区运营者社区开发者人文保护者等一系列角色通过一个个具体案例因地制宜的有针对性的专项突破深入探索城市各个领域的运作管理体系,客户与消费者,定性文本
先后组织基层工段长代表和销售公司业务员以及尼龙新材关键岗位人员等700余人到公司党员警腐败初心如馨等警示教育视频并利用电子屏墓加强廉政知识宣传将大课堂融入小平台切实推动廉示教育室参观观看警示教育视频学习典型案例,反贪污反洗钱,定量文本
路相伴感谢有案例神马帘子布举办EAP员工帮助计划知识培训神马帝子布举办了EAP员工帮助计划知识培训班来自神马帝子布神马股份销售公司尼龙新材公司的基层党支部总支书记基层工会主席及机关政工部门负责人近60人参加培训,员工,定量文本
开展廉洁从业检查2次廉洁从业培训5次审计监督国投资本高度重视审计监督的促管理控风险强监督作用通过数字化智慧化手段建立审计监督管理系统对相关数据进行多维度多层次分析全面提升公司本部及投资企业的审计监督管理工作效率,审计工作,定量文本
11.节能量万吨标准煤环境社会和治理ESG报告披露的节能量是指2022年中国石油天然气股份有限公司下属企业在生产相同的产品完成相同的处理量或工作量的前提下同比节约的能源消耗量以及各节能项目所节约的能源消耗量之和,能源与资源消耗,定性文本
视像科技2022年度技能评新员工入职企业文化培训职业健康与安全职业健康安全管理体系公司严格遵守中华人民共和国安全生产法中华人民共和国消防法中华人民共和国职业病防治法等相关法律法规持续深化职业健康安全管理体系运行,员工,定性文本
发展循环经济布局CCUS产业链开发二氧化碳高效捕集运输注入封存等各环节技术和装备超前部署新一代有机胺吸附剂固体吸附剂等捕集技术发展远距离大容量二氧化碳运输封存数据模拟空天一体监测实现低浓度二氧化碳捕集利用与封存,碳排放,定性文本
公司加强顶层设计不断完善人才强企工程总体布局先后制定人才强企工程行动方案人才强企工程20212025年施工图2022年运行表配套出台了人力资源价值评价办法试行新能源新材料新事业发展人才专项工程推进方案等制度文件,员工,定性文本
138InnovationforGoodHealth持续创新乐享健康中国企业社会责任报告评级专家委员会综合评级经评级小组评价上海复星医药集团股份有限公司2022年社会责任报告为五星级是一份卓越的企业社会责任报告,可持续认证,定量文本
